CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
ASD_mega-analysis_casevsCN,L_bankssts,0.0,,,,1569.0,1650.0,,0.986
ASD_mega-analysis_casevsCN,L_caudalanteriorcingulate,0.02,,,,1571.0,1658.0,,0.633
ASD_mega-analysis_casevsCN,L_caudalmiddlefrontal,0.05,,,,1574.0,1657.0,,0.275
ASD_mega-analysis_casevsCN,L_cuneus,0.06,,,,1573.0,1655.0,,0.217
ASD_mega-analysis_casevsCN,L_entorhinal,-0.15,,,,1567.0,1654.0,,0.0
ASD_mega-analysis_casevsCN,L_fusiform,,,,,,,,
ASD_mega-analysis_casevsCN,L_inferiorparietal,0.01,,,,1573.0,1659.0,,0.889
ASD_mega-analysis_casevsCN,L_inferiortemporal,-0.05,,,,1571.0,1657.0,,0.256
ASD_mega-analysis_casevsCN,L_isthmuscingulate,0.02,,,,1573.0,1653.0,,0.653
ASD_mega-analysis_casevsCN,L_lateraloccipital,-0.01,,,,1569.0,1655.0,,0.828
ASD_mega-analysis_casevsCN,L_lateralorbitofrontal,0.05,,,,1574.0,1657.0,,0.287
ASD_mega-analysis_casevsCN,L_lingual,-0.01,,,,1572.0,1658.0,,0.8590000000000001
ASD_mega-analysis_casevsCN,L_medialorbitofrontal,0.08,,,,1572.0,1658.0,,0.076
ASD_mega-analysis_casevsCN,L_middletemporal,-0.09,,,,1570.0,1656.0,,0.028999999999999998
ASD_mega-analysis_casevsCN,L_parahippocampal,-0.08,,,,1572.0,1656.0,,0.065
ASD_mega-analysis_casevsCN,L_paracentral,0.01,,,,1574.0,1657.0,,0.8029999999999999
ASD_mega-analysis_casevsCN,L_parsopercularis,-0.01,,,,1574.0,1658.0,,0.897
ASD_mega-analysis_casevsCN,L_parsorbitalis,0.07,,,,1573.0,1658.0,,0.087
ASD_mega-analysis_casevsCN,L_parstriangularis,0.09,,,,1573.0,1657.0,,0.038
ASD_mega-analysis_casevsCN,L_pericalcarine,0.01,,,,1572.0,1654.0,,0.8420000000000001
ASD_mega-analysis_casevsCN,L_postcentral,-0.02,,,,1572.0,1657.0,,0.633
ASD_mega-analysis_casevsCN,L_posteriorcingulate,0.06,,,,1572.0,1659.0,,0.215
ASD_mega-analysis_casevsCN,L_precentral,-0.06,,,,1570.0,1657.0,,0.151
ASD_mega-analysis_casevsCN,L_precuneus,0.04,,,,1574.0,1659.0,,0.42700000000000005
ASD_mega-analysis_casevsCN,L_rostralanteriorcingulate,-0.05,,,,1570.0,1658.0,,0.255
ASD_mega-analysis_casevsCN,L_rostralmiddlefrontal,0.14,,,,1573.0,1659.0,,0.0
