SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
MDDadolescent_casevsCN_firstepisode,L_bankssts,-0.092,0.157,,,150,74,0.559,0.777
MDDadolescent_casevsCN_firstepisode,L_caudalanteriorcingulate,-0.392,0.153,,,152,80,0.011,0.25
MDDadolescent_casevsCN_firstepisode,L_caudalmiddlefrontal,-0.204,0.152,,,154,80,0.18,0.466
MDDadolescent_casevsCN_firstepisode,L_cuneus,-0.405,0.154,,,154,80,0.008,0.25
MDDadolescent_casevsCN_firstepisode,L_entorhinal,-0.165,0.154,,,154,79,0.283,0.55
MDDadolescent_casevsCN_firstepisode,L_fusiform,-0.066,0.211,,,153,80,0.754,0.824
MDDadolescent_casevsCN_firstepisode,L_inferiorparietal,-0.094,0.158,,,154,80,0.552,0.777
MDDadolescent_casevsCN_firstepisode,L_inferiortemporal,0.161,0.153,,,152,80,0.291,0.55
MDDadolescent_casevsCN_firstepisode,L_isthmuscingulate,0.103,0.227,,,153,79,0.65,0.811
MDDadolescent_casevsCN_firstepisode,L_lateraloccipital,-0.266,0.153,,,154,80,0.081,0.344
MDDadolescent_casevsCN_firstepisode,L_lateralorbitofrontal,-0.06,0.201,,,154,80,0.765,0.824
MDDadolescent_casevsCN_firstepisode,L_lingual,-0.281,0.153,,,154,80,0.066,0.344
MDDadolescent_casevsCN_firstepisode,L_medialorbitofrontal,-0.17,0.153,,,154,79,0.267,0.55
MDDadolescent_casevsCN_firstepisode,L_middletemporal,0.012,0.155,,,149,77,0.939,0.967
MDDadolescent_casevsCN_firstepisode,L_parahippocampal,-0.241,0.18,,,154,79,0.18,0.466
MDDadolescent_casevsCN_firstepisode,L_paracentral,-0.189,0.172,,,154,80,0.272,0.55
MDDadolescent_casevsCN_firstepisode,L_parsopercularis,-0.006,0.153,,,153,79,0.967,0.975
MDDadolescent_casevsCN_firstepisode,L_parsorbitalis,-0.175,0.153,,,152,80,0.25,0.55
MDDadolescent_casevsCN_firstepisode,L_parstriangularis,-0.096,0.174,,,153,80,0.58,0.781
MDDadolescent_casevsCN_firstepisode,L_pericalcarine,-0.348,0.153,,,154,80,0.023,0.322
MDDadolescent_casevsCN_firstepisode,L_postcentral,-0.14,0.154,,,153,79,0.364,0.636
MDDadolescent_casevsCN_firstepisode,L_posteriorcingulate,-0.084,0.214,,,153,80,0.695,0.811
MDDadolescent_casevsCN_firstepisode,L_precentral,-0.291,0.154,,,151,80,0.059,0.344
MDDadolescent_casevsCN_firstepisode,L_precuneus,-0.198,0.152,,,154,80,0.194,0.468
MDDadolescent_casevsCN_firstepisode,L_rostralanteriorcingulate,-0.217,0.204,,,153,80,0.288,0.55
MDDadolescent_casevsCN_firstepisode,L_rostralmiddlefrontal,-0.269,0.152,,,154,80,0.077,0.344
MDDadolescent_casevsCN_firstepisode,L_superiorfrontal,-0.06,0.152,,,153,80,0.693,0.811
MDDadolescent_casevsCN_firstepisode,L_superiorparietal,-0.154,0.187,,,154,80,0.409,0.659
MDDadolescent_casevsCN_firstepisode,L_superiortemporal,-0.23,0.154,,,153,77,0.135,0.41
MDDadolescent_casevsCN_firstepisode,L_supramarginal,0.06,0.152,,,152,80,0.695,0.811
MDDadolescent_casevsCN_firstepisode,L_frontalpole,-0.21,0.21,,,154,80,0.318,0.579
MDDadolescent_casevsCN_firstepisode,L_temporalpole,-0.273,0.153,,,154,80,0.074,0.344
MDDadolescent_casevsCN_firstepisode,L_transversetemporal,-0.321,0.165,,,154,80,0.051,0.344
MDDadolescent_casevsCN_firstepisode,L_insula,-0.124,0.217,,,152,80,0.566,0.777
MDDadolescent_casevsCN_firstepisode,R_bankssts,-0.165,0.153,,,153,78,0.281,0.55
MDDadolescent_casevsCN_firstepisode,R_caudalanteriorcingulate,-0.119,0.152,,,154,80,0.436,0.664
MDDadolescent_casevsCN_firstepisode,R_caudalmiddlefrontal,-0.257,0.153,,,154,79,0.093,0.344
MDDadolescent_casevsCN_firstepisode,R_cuneus,-0.357,0.154,,,152,79,0.02,0.322
MDDadolescent_casevsCN_firstepisode,R_entorhinal,0.067,0.16,,,151,79,0.675,0.811
MDDadolescent_casevsCN_firstepisode,R_fusiform,-0.124,0.152,,,154,80,0.414,0.659
MDDadolescent_casevsCN_firstepisode,R_inferiorparietal,-0.298,0.153,,,153,80,0.051,0.344
MDDadolescent_casevsCN_firstepisode,R_inferiortemporal,-0.275,0.152,,,154,80,0.072,0.344
MDDadolescent_casevsCN_firstepisode,R_isthmuscingulate,-0.016,0.172,,,153,80,0.925,0.967
MDDadolescent_casevsCN_firstepisode,R_lateraloccipital,-0.064,0.153,,,154,80,0.674,0.811
MDDadolescent_casevsCN_firstepisode,R_lateralorbitofrontal,-0.049,0.152,,,154,80,0.746,0.824
MDDadolescent_casevsCN_firstepisode,R_lingual,-0.143,0.175,,,154,80,0.413,0.659
MDDadolescent_casevsCN_firstepisode,R_medialorbitofrontal,-0.299,0.153,,,153,80,0.051,0.344
MDDadolescent_casevsCN_firstepisode,R_middletemporal,-0.07,0.152,,,154,79,0.644,0.811
MDDadolescent_casevsCN_firstepisode,R_parahippocampal,-0.446,0.153,,,154,80,0.004,0.25
MDDadolescent_casevsCN_firstepisode,R_paracentral,0.005,0.153,,,151,80,0.975,0.975
MDDadolescent_casevsCN_firstepisode,R_parsopercularis,0.262,0.153,,,153,80,0.086,0.344
MDDadolescent_casevsCN_firstepisode,R_parsorbitalis,-0.319,0.153,,,154,80,0.037,0.344
MDDadolescent_casevsCN_firstepisode,R_parstriangularis,-0.119,0.152,,,154,80,0.433,0.664
MDDadolescent_casevsCN_firstepisode,R_pericalcarine,-0.258,0.153,,,153,80,0.091,0.344
MDDadolescent_casevsCN_firstepisode,R_postcentral,-0.231,0.153,,,152,79,0.133,0.41
MDDadolescent_casevsCN_firstepisode,R_posteriorcingulate,-0.151,0.152,,,154,80,0.323,0.579
MDDadolescent_casevsCN_firstepisode,R_precentral,-0.136,0.152,,,153,80,0.373,0.637
MDDadolescent_casevsCN_firstepisode,R_precuneus,-0.201,0.152,,,154,80,0.186,0.466
MDDadolescent_casevsCN_firstepisode,R_rostralanteriorcingulate,0.062,0.179,,,152,80,0.73,0.824
MDDadolescent_casevsCN_firstepisode,R_rostralmiddlefrontal,-0.316,0.153,,,153,80,0.039,0.344
MDDadolescent_casevsCN_firstepisode,R_superiorfrontal,-0.242,0.203,,,154,80,0.233,0.544
MDDadolescent_casevsCN_firstepisode,R_superiorparietal,-0.137,0.217,,,153,80,0.528,0.771
MDDadolescent_casevsCN_firstepisode,R_superiortemporal,-0.114,0.152,,,154,79,0.455,0.678
MDDadolescent_casevsCN_firstepisode,R_supramarginal,0.235,0.153,,,151,80,0.124,0.41
MDDadolescent_casevsCN_firstepisode,R_frontalpole,0.072,0.279,,,154,80,0.796,0.844
MDDadolescent_casevsCN_firstepisode,R_temporalpole,-0.207,0.153,,,154,80,0.174,0.466
MDDadolescent_casevsCN_firstepisode,R_transversetemporal,-0.05,0.152,,,154,80,0.743,0.824
MDDadolescent_casevsCN_firstepisode,R_insula,-0.072,0.184,,,152,80,0.695,0.811
