CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
ALLEPI_vs_CTL,L_bankssts,-0.092,0.079,-0.247,0.063,1584,1927,0.245432009,2.86E-01
ALLEPI_vs_CTL,L_caudalanteriorcingulate,0.039,0.043,-0.044,0.122,1645,2045,0.359482284,4.02E-01
ALLEPI_vs_CTL,L_caudalmiddlefrontal,-0.319,0.04,-0.398,-0.24,1650,2061,2.11E-15,5.91E-14
ALLEPI_vs_CTL,L_cuneus,-0.157,0.088,-0.329,0.014,1648,2061,0.072677966,1.02E-01
ALLEPI_vs_CTL,L_entorhinal,-0.264,0.062,-0.385,-0.143,1402,1724,2.04E-05,8.57E-05
ALLEPI_vs_CTL,L_fusiform,-0.187,0.061,-0.306,-0.068,1644,2058,0.002104147,5.04E-03
ALLEPI_vs_CTL,L_inferiorparietal,-0.197,0.071,-0.336,-0.059,1639,2052,0.00529128,1.08E-02
ALLEPI_vs_CTL,L_inferiortemporal,-0.085,0.057,-0.198,0.027,1648,2055,0.136761399,1.74E-01
ALLEPI_vs_CTL,L_isthmuscingulate,-0.049,0.036,-0.12,0.021,1649,2057,0.171712563,2.03E-01
ALLEPI_vs_CTL,L_lateraloccipital,-0.19,0.091,-0.368,-0.013,1650,2060,0.03582136,5.47E-02
ALLEPI_vs_CTL,L_lateralorbitofrontal,-0.066,0.046,-0.155,0.023,1645,2060,0.14601444,1.79E-01
ALLEPI_vs_CTL,L_lingual,-0.178,0.085,-0.344,-0.013,1649,2061,0.034958368,5.47E-02
ALLEPI_vs_CTL,L_medialorbitofrontal,0.005,0.035,-0.063,0.074,1632,2030,0.881803499,8.82E-01
ALLEPI_vs_CTL,L_middletemporal,-0.199,0.069,-0.334,-0.063,1546,1955,0.004010604,8.64E-03
ALLEPI_vs_CTL,L_parahippocampal,-0.104,0.044,-0.19,-0.018,1637,2050,0.01828504,3.20E-02
ALLEPI_vs_CTL,L_paracentral,-0.311,0.065,-0.439,-0.183,1650,2061,2.05E-06,1.01E-05
ALLEPI_vs_CTL,L_parsopercularis,-0.153,0.057,-0.264,-0.041,1648,2059,0.007117269,1.39E-02
ALLEPI_vs_CTL,L_parsorbitalis,-0.149,0.049,-0.245,-0.053,1650,2059,0.002366495,5.53E-03
ALLEPI_vs_CTL,L_parstriangularis,-0.192,0.05,-0.29,-0.094,1650,2060,0.000129192,4.17E-04
ALLEPI_vs_CTL,L_pericalcarine,-0.13,0.089,-0.303,0.044,1650,2059,0.14325453,1.79E-01
ALLEPI_vs_CTL,L_postcentral,-0.125,0.09,-0.302,0.052,1647,2056,0.16713871,2.00E-01
ALLEPI_vs_CTL,L_posteriorcingulate,-0.083,0.044,-0.17,0.004,1650,2059,0.060089126,8.70E-02
ALLEPI_vs_CTL,L_precentral,-0.384,0.044,-0.47,-0.298,1645,2058,1.82E-18,7.64E-17
ALLEPI_vs_CTL,L_precuneus,-0.248,0.083,-0.41,-0.086,1649,2059,0.002661786,6.04E-03
ALLEPI_vs_CTL,L_rostralanteriorcingulate,-0.012,0.058,-0.125,0.101,1645,2048,0.833758288,8.54E-01
ALLEPI_vs_CTL,L_rostralmiddlefrontal,-0.145,0.063,-0.269,-0.021,1649,2057,0.021461648,3.61E-02
ALLEPI_vs_CTL,L_superiorfrontal,-0.283,0.054,-0.389,-0.177,1649,2059,1.51E-07,9.76E-07
ALLEPI_vs_CTL,L_superiorparietal,-0.287,0.077,-0.437,-0.137,1645,2058,0.000177868,5.54E-04
ALLEPI_vs_CTL,L_superiortemporal,-0.18,0.081,-0.338,-0.021,1533,1937,0.026189873,4.23E-02
ALLEPI_vs_CTL,L_supramarginal,-0.232,0.06,-0.348,-0.115,1606,1965,9.87E-05,3.32E-04
ALLEPI_vs_CTL,L_frontalpole,-0.078,0.048,-0.172,0.016,1648,2058,0.103731694,1.39E-01
ALLEPI_vs_CTL,L_temporalpole,-0.205,0.061,-0.324,-0.086,1643,2055,0.000748863,2.10E-03
ALLEPI_vs_CTL,L_transversetemporal,-0.192,0.044,-0.278,-0.107,1647,2061,1.05E-05,4.64E-05
ALLEPI_vs_CTL,L_insula,0.014,0.048,-0.08,0.107,1610,2026,0.773355712,8.22E-01
ALLEPI_vs_CTL,R_bankssts,-0.058,0.064,-0.185,0.068,1621,2023,0.365900875,4.05E-01
ALLEPI_vs_CTL,R_caudalanteriorcingulate,0.014,0.062,-0.108,0.136,1652,2056,0.824041638,8.54E-01
ALLEPI_vs_CTL,R_caudalmiddlefrontal,-0.307,0.051,-0.407,-0.206,1653,2059,2.09E-09,2.04E-08
ALLEPI_vs_CTL,R_cuneus,-0.204,0.038,-0.279,-0.129,1651,2057,9.68E-08,6.78E-07
ALLEPI_vs_CTL,R_entorhinal,-0.161,0.056,-0.271,-0.051,1373,1691,0.004240488,8.90E-03
ALLEPI_vs_CTL,R_fusiform,-0.116,0.044,-0.202,-0.029,1650,2057,0.008563443,1.60E-02
ALLEPI_vs_CTL,R_inferiorparietal,-0.171,0.074,-0.316,-0.025,1643,2045,0.021524412,3.61E-02
ALLEPI_vs_CTL,R_inferiortemporal,-0.072,0.042,-0.154,0.01,1652,2057,0.083642697,1.15E-01
ALLEPI_vs_CTL,R_isthmuscingulate,0.009,0.049,-0.088,0.106,1651,2057,0.856104204,8.66E-01
ALLEPI_vs_CTL,R_lateraloccipital,-0.199,0.064,-0.324,-0.074,1653,2058,0.001766698,4.37E-03
ALLEPI_vs_CTL,R_lateralorbitofrontal,-0.109,0.053,-0.213,-0.006,1651,2057,0.038665361,5.70E-02
ALLEPI_vs_CTL,R_lingual,-0.162,0.048,-0.256,-0.067,1653,2056,0.000814011,2.14E-03
ALLEPI_vs_CTL,R_medialorbitofrontal,-0.053,0.035,-0.122,0.015,1636,2025,0.126480352,1.65E-01
ALLEPI_vs_CTL,R_middletemporal,-0.124,0.042,-0.205,-0.042,1642,2050,0.00301793,6.68E-03
ALLEPI_vs_CTL,R_parahippocampal,-0.094,0.035,-0.162,-0.026,1650,2053,0.006946998,1.39E-02
ALLEPI_vs_CTL,R_paracentral,-0.315,0.053,-0.418,-0.212,1654,2059,2.19E-09,2.04E-08
ALLEPI_vs_CTL,R_parsopercularis,-0.177,0.036,-0.247,-0.107,1652,2059,6.48E-07,3.63E-06
ALLEPI_vs_CTL,R_parsorbitalis,-0.141,0.053,-0.246,-0.036,1654,2057,0.008268133,1.58E-02
ALLEPI_vs_CTL,R_parstriangularis,-0.199,0.036,-0.27,-0.128,1652,2058,4.25E-08,3.25E-07
ALLEPI_vs_CTL,R_pericalcarine,-0.13,0.05,-0.228,-0.032,1654,2056,0.009147753,1.67E-02
ALLEPI_vs_CTL,R_postcentral,-0.116,0.101,-0.313,0.081,1648,2057,0.24884394,2.87E-01
ALLEPI_vs_CTL,R_posteriorcingulate,-0.07,0.063,-0.193,0.053,1654,2056,0.265422689,3.01E-01
ALLEPI_vs_CTL,R_precentral,-0.399,0.044,-0.485,-0.313,1649,2054,8.85E-20,7.43E-18
ALLEPI_vs_CTL,R_precuneus,-0.275,0.066,-0.404,-0.147,1654,2055,2.70E-05,1.07E-04
