CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
MDDadult_casevsCN_firstepisode,L_bankssts,-0.108,0.049,,,7195,512,0.028,0.116
MDDadult_casevsCN_firstepisode,L_caudalanteriorcingulate,-0.078,0.065,,,7246,534,0.231,0.385
MDDadult_casevsCN_firstepisode,L_caudalmiddlefrontal,-0.045,0.063,,,7243,534,0.468,0.618
MDDadult_casevsCN_firstepisode,L_cuneus,0.036,0.058,,,7251,534,0.534,0.634
MDDadult_casevsCN_firstepisode,L_entorhinal,-0.06,0.057,,,7240,535,0.293,0.446
MDDadult_casevsCN_firstepisode,L_fusiform,-0.158,0.048,,,7249,535,0.001,0.018
MDDadult_casevsCN_firstepisode,L_inferiorparietal,-0.074,0.065,,,7238,533,0.255,0.404
MDDadult_casevsCN_firstepisode,L_inferiortemporal,-0.066,0.081,,,7248,533,0.414,0.579
MDDadult_casevsCN_firstepisode,L_isthmuscingulate,-0.095,0.048,,,7251,535,0.05,0.159
MDDadult_casevsCN_firstepisode,L_lateraloccipital,0.005,0.048,,,7242,535,0.913,0.94
MDDadult_casevsCN_firstepisode,L_lateralorbitofrontal,-0.093,0.048,,,7233,534,0.056,0.162
MDDadult_casevsCN_firstepisode,L_lingual,-0.026,0.048,,,7236,530,0.598,0.698
MDDadult_casevsCN_firstepisode,L_medialorbitofrontal,-0.131,0.048,,,7222,532,0.007,0.05
MDDadult_casevsCN_firstepisode,L_middletemporal,-0.104,0.049,,,7212,523,0.032,0.125
MDDadult_casevsCN_firstepisode,L_parahippocampal,-0.058,0.078,,,7251,534,0.457,0.615
MDDadult_casevsCN_firstepisode,L_paracentral,0.003,0.079,,,7246,534,0.967,0.981
MDDadult_casevsCN_firstepisode,L_parsopercularis,-0.078,0.048,,,7252,533,0.108,0.26
MDDadult_casevsCN_firstepisode,L_parsorbitalis,-0.061,0.048,,,7249,535,0.203,0.364
MDDadult_casevsCN_firstepisode,L_parstriangularis,-0.055,0.048,,,7247,535,0.25,0.404
MDDadult_casevsCN_firstepisode,L_pericalcarine,0.073,0.055,,,7240,534,0.182,0.339
MDDadult_casevsCN_firstepisode,L_postcentral,0.011,0.048,,,7227,535,0.827,0.89
MDDadult_casevsCN_firstepisode,L_posteriorcingulate,-0.093,0.048,,,7251,535,0.054,0.162
MDDadult_casevsCN_firstepisode,L_precentral,-0.031,0.048,,,7238,533,0.518,0.634
MDDadult_casevsCN_firstepisode,L_precuneus,0.007,0.048,,,7244,531,0.885,0.925
MDDadult_casevsCN_firstepisode,L_rostralanteriorcingulate,-0.141,0.048,,,7251,535,0.004,0.049
MDDadult_casevsCN_firstepisode,L_rostralmiddlefrontal,-0.059,0.048,,,7250,534,0.22,0.375
