SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
BD_CasesvsCN_adult,L_bankssts,-0.016,0.031,,,2580,1829,0.598,0.884
BD_CasesvsCN_adult,L_caudalanteriorcingulate,-0.023,0.031,,,2579,1835,0.444,0.824
BD_CasesvsCN_adult,L_caudalmiddlefrontal,0.031,0.031,,,2581,1837,0.316,0.745
BD_CasesvsCN_adult,L_cuneus,-0.035,0.031,,,2579,1834,0.252,0.693
BD_CasesvsCN_adult,L_entorhinal,-0.008,0.031,,,2571,1803,0.791,0.958
BD_CasesvsCN_adult,L_fusiform,-0.079,0.031,,,2581,1835,0.011,0.142
BD_CasesvsCN_adult,L_inferiorparietal,-0.071,0.031,,,2579,1833,0.022,0.23
BD_CasesvsCN_adult,L_inferiortemporal,-0.026,0.031,,,2577,1824,0.404,0.801
BD_CasesvsCN_adult,L_isthmuscingulate,-0.014,0.031,,,2580,1835,0.646,0.909
BD_CasesvsCN_adult,L_lateraloccipital,-0.008,0.031,,,2579,1832,0.793,0.958
BD_CasesvsCN_adult,L_lateralorbitofrontal,-0.067,0.031,,,2580,1834,0.029,0.273
BD_CasesvsCN_adult,L_lingual,-0.063,0.031,,,2580,1835,0.039,0.328
BD_CasesvsCN_adult,L_medialorbitofrontal,-0.068,0.031,,,2574,1826,0.027,0.262
BD_CasesvsCN_adult,L_middletemporal,-0.017,0.031,,,2580,1829,0.573,0.874
BD_CasesvsCN_adult,L_parahippocampal,-0.053,0.031,,,2582,1820,0.084,0.473
BD_CasesvsCN_adult,L_paracentral,0.014,0.031,,,2580,1836,0.648,0.911
BD_CasesvsCN_adult,L_parsopercularis,-0.02,0.031,,,2582,1837,0.52,0.847
BD_CasesvsCN_adult,L_parsorbitalis,-0.087,0.031,,,2579,1837,0.005,0.083
BD_CasesvsCN_adult,L_parstriangularis,-0.008,0.031,,,2581,1837,0.803,0.962
BD_CasesvsCN_adult,L_pericalcarine,-0.014,0.031,,,2579,1834,0.64,0.906
BD_CasesvsCN_adult,L_postcentral,-0.051,0.031,,,2581,1830,0.098,0.505
BD_CasesvsCN_adult,L_posteriorcingulate,-0.057,0.031,,,2582,1836,0.063,0.407
BD_CasesvsCN_adult,L_precentral,-0.022,0.031,,,2581,1833,0.473,0.837
BD_CasesvsCN_adult,L_precuneus,-0.044,0.031,,,2581,1837,0.149,0.587
BD_CasesvsCN_adult,L_rostralanteriorcingulate,0.011,0.031,,,2581,1834,0.718,0.931
