SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
22qvsCN,L_bankssts,-0.35,0.08,-0.5,-0.2,,,7.74e-06,1.23e-05
22qvsCN,L_caudalanteriorcingulate,-1.1,0.08,-1.26,-0.94,,,4.04e-41,3.14e-40
22qvsCN,L_caudalmiddlefrontal,-0.04,0.08,-0.19,0.11,,,0.622,0.65
22qvsCN,L_cuneus,-1.53,0.09,-1.7,-1.36,,,3.1799999999999995e-70,2.2299999999999997e-68
22qvsCN,L_entorhinal,-0.39,0.08,-0.54,-0.24,,,3.7e-07,6.47e-07
22qvsCN,L_fusiform,-1.01,0.08,-1.17,-0.86,,,1.0699999999999999e-35,4.98e-35
22qvsCN,L_inferiorparietal,-0.1,0.08,-0.25,0.05,,,0.19399999999999998,0.212
22qvsCN,L_inferiortemporal,-0.7,0.08,-0.86,-0.55,,,6.809999999999999e-19,2.07e-18
22qvsCN,L_isthmuscingulate,-0.13,0.08,-0.28,0.02,,,0.085,0.096
22qvsCN,L_lateraloccipital,-0.81,0.08,-0.97,-0.66,,,2.58e-24,9.5e-24
22qvsCN,L_lateralorbitofrontal,-0.21,0.08,-0.35,-0.06,,,0.0077,0.00979
22qvsCN,L_lingual,-1.36,0.08,-1.53,-1.2,,,2.5e-58,4.379999999999999e-57
22qvsCN,L_medialorbitofrontal,-0.16,0.08,-0.3,-0.01,,,0.0437,0.0528
22qvsCN,L_middletemporal,-0.5,0.08,-0.65,-0.35,,,1.89e-10,4.14e-10
22qvsCN,L_parahippocampal,0.07,0.08,-0.08,0.22,,,0.34700000000000003,0.374
22qvsCN,L_paracentral,-0.29,0.08,-0.44,-0.14,,,0.00019099999999999998,0.000267
22qvsCN,L_parsopercularis,-0.19,0.08,-0.34,-0.04,,,0.0128,0.016
22qvsCN,L_parsorbitalis,-0.26,0.08,-0.41,-0.11,,,0.000805,0.0011099999999999999
22qvsCN,L_parstriangularis,-0.53,0.08,-0.68,-0.38,,,8.78e-12,2.12e-11
22qvsCN,L_pericalcarine,-1.18,0.08,-1.34,-1.02,,,4.879999999999999e-46,4.270000000000001e-45
22qvsCN,L_postcentral,-0.68,0.08,-0.84,-0.53,,,5.27e-18,1.47e-17
22qvsCN,L_posteriorcingulate,-0.42,0.08,-0.57,-0.27,,,7.19e-08,1.4e-07
22qvsCN,L_precentral,0.41,0.08,0.26,0.56,,,1.58e-07,2.9899999999999996e-07
22qvsCN,L_precuneus,-1.32,0.08,-1.48,-1.16,,,2.39e-55,3.34e-54
22qvsCN,L_rostralanteriorcingulate,-0.69,0.08,-0.84,-0.54,,,2.0400000000000003e-18,5.96e-18
22qvsCN,L_rostralmiddlefrontal,-0.86,0.08,-1.01,-0.7,,,8.94e-27,3.68e-26
22qvsCN,L_superiorfrontal,-0.34,0.08,-0.49,-0.19,,,8.33e-06,1.3000000000000001e-05
22qvsCN,L_superiorparietal,-1.1,0.08,-1.26,-0.94,,,9.02e-41,6.31e-40
22qvsCN,L_superiortemporal,-0.39,0.08,-0.55,-0.24,,,3.51e-07,6.31e-07
22qvsCN,L_supramarginal,-0.15,0.08,-0.3,0.0,,,0.0485,0.0566
22qvsCN,L_frontalpole,-0.17,0.08,-0.32,-0.03,,,0.023,0.0283
22qvsCN,L_temporalpole,-0.61,0.08,-0.76,-0.46,,,9.38e-15,2.53e-14
22qvsCN,L_transversetemporal,-0.39,0.08,-0.54,-0.24,,,6.24e-07,1.06e-06
