SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
ADHDadult_casevsCN,L_bankssts,0.01,-0.06,,,514,709,0.88,0.97
ADHDadult_casevsCN,L_caudalanteriorcingulate,-0.05,-0.06,,,538,730,0.37,0.97
ADHDadult_casevsCN,L_caudalmiddlefrontal,-0.04,-0.06,,,539,733,0.47,0.97
ADHDadult_casevsCN,L_cuneus,0.0,-0.06,,,539,732,0.97,0.97
ADHDadult_casevsCN,L_entorhinal,-0.01,-0.06,,,479,670,0.93,0.97
ADHDadult_casevsCN,L_fusiform,-0.05,-0.06,,,493,687,0.41,0.97
ADHDadult_casevsCN,L_inferiorparietal,0.0,-0.06,,,538,730,0.96,0.97
ADHDadult_casevsCN,L_inferiortemporal,-0.03,-0.06,,,493,683,0.57,0.97
ADHDadult_casevsCN,L_isthmuscingulate,0.05,-0.06,,,539,733,0.43,0.97
ADHDadult_casevsCN,L_lateraloccipital,-0.02,-0.06,,,539,730,0.73,0.97
ADHDadult_casevsCN,L_lateralorbitofrontal,-0.03,-0.06,,,539,733,0.56,0.97
ADHDadult_casevsCN,L_lingual,0.0,-0.06,,,494,688,1.0,0.97
ADHDadult_casevsCN,L_medialorbitofrontal,-0.05,-0.06,,,539,731,0.4,0.97
ADHDadult_casevsCN,L_middletemporal,0.01,-0.06,,,477,670,0.86,0.97
ADHDadult_casevsCN,L_parahippocampal,-0.16,-0.06,,,492,688,0.01,0.4
ADHDadult_casevsCN,L_paracentral,0.04,-0.06,,,538,732,0.51,0.97
ADHDadult_casevsCN,L_parsopercularis,-0.04,-0.06,,,539,731,0.52,0.97
ADHDadult_casevsCN,L_parsorbitalis,-0.06,-0.06,,,539,732,0.28,0.97
ADHDadult_casevsCN,L_parstriangularis,-0.08,-0.06,,,538,732,0.14,0.97
ADHDadult_casevsCN,L_pericalcarine,-0.08,-0.06,,,539,732,0.16,0.97
ADHDadult_casevsCN,L_postcentral,-0.06,-0.06,,,528,727,0.32,0.97
ADHDadult_casevsCN,L_posteriorcingulate,-0.09,-0.06,,,539,733,0.13,0.97
