CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
ADHDadult_casevsCN,L_bankssts,0.01,-0.06,,,514,709,0.81,0.95
ADHDadult_casevsCN,L_caudalanteriorcingulate,-0.11,-0.06,,,538,730,0.06,0.43
ADHDadult_casevsCN,L_caudalmiddlefrontal,-0.02,-0.06,,,539,733,0.74,0.95
ADHDadult_casevsCN,L_cuneus,0.11,-0.06,,,539,732,0.06,0.43
ADHDadult_casevsCN,L_entorhinal,-0.06,-0.06,,,479,670,0.33,0.88
ADHDadult_casevsCN,L_fusiform,-0.01,-0.06,,,493,687,0.89,0.95
ADHDadult_casevsCN,L_inferiorparietal,0.08,-0.06,,,538,730,0.17,0.55
ADHDadult_casevsCN,L_inferiortemporal,0.0,-0.06,,,493,683,0.97,0.97
ADHDadult_casevsCN,L_isthmuscingulate,0.04,-0.06,,,539,733,0.52,0.95
ADHDadult_casevsCN,L_lateraloccipital,0.14,-0.06,,,539,730,0.02,0.43
ADHDadult_casevsCN,L_lateralorbitofrontal,0.03,-0.06,,,539,733,0.66,0.95
ADHDadult_casevsCN,L_lingual,0.11,-0.06,,,494,688,0.07,0.43
ADHDadult_casevsCN,L_medialorbitofrontal,-0.08,-0.06,,,539,731,0.17,0.55
ADHDadult_casevsCN,L_middletemporal,0.02,-0.06,,,477,670,0.8,0.95
ADHDadult_casevsCN,L_parahippocampal,0.1,-0.06,,,492,688,0.09,0.43
ADHDadult_casevsCN,L_paracentral,-0.01,-0.06,,,538,732,0.8,0.95
ADHDadult_casevsCN,L_parsopercularis,-0.01,-0.06,,,539,731,0.89,0.95
ADHDadult_casevsCN,L_parsorbitalis,-0.01,-0.06,,,539,732,0.92,0.95
ADHDadult_casevsCN,L_parstriangularis,-0.03,-0.06,,,538,732,0.6,0.95
ADHDadult_casevsCN,L_pericalcarine,0.04,-0.06,,,539,732,0.45,0.95
ADHDadult_casevsCN,L_postcentral,0.05,-0.06,,,528,727,0.41,0.95
ADHDadult_casevsCN,L_posteriorcingulate,-0.11,-0.06,,,539,733,0.05,0.43
ADHDadult_casevsCN,L_precentral,-0.06,-0.06,,,537,729,0.29,0.84
ADHDadult_casevsCN,L_precuneus,0.04,-0.06,,,539,732,0.46,0.95
ADHDadult_casevsCN,L_rostralanteriorcingulate,-0.09,-0.06,,,535,730,0.14,0.54
ADHDadult_casevsCN,L_rostralmiddlefrontal,0.03,-0.06,,,538,733,0.63,0.95
ADHDadult_casevsCN,L_superiorfrontal,-0.04,-0.06,,,535,730,0.54,0.95
ADHDadult_casevsCN,L_superiorparietal,0.1,-0.06,,,539,730,0.08,0.43
ADHDadult_casevsCN,L_superiortemporal,0.04,-0.06,,,476,661,0.54,0.95
ADHDadult_casevsCN,L_supramarginal,0.02,-0.06,,,535,728,0.67,0.95
ADHDadult_casevsCN,L_frontalpole,0.08,-0.06,,,539,733,0.14,0.54
ADHDadult_casevsCN,L_temporalpole,-0.02,-0.06,,,494,688,0.75,0.95
ADHDadult_casevsCN,L_transversetemporal,-0.02,-0.06,,,494,688,0.79,0.95
ADHDadult_casevsCN,L_insula,-0.01,-0.06,,,532,725,0.9,0.95
ADHDadult_casevsCN,R_bankssts,0.01,-0.06,,,514,709,0.81,0.95
ADHDadult_casevsCN,R_caudalanteriorcingulate,-0.11,-0.06,,,538,730,0.06,0.43
ADHDadult_casevsCN,R_caudalmiddlefrontal,-0.02,-0.06,,,539,733,0.74,0.95
ADHDadult_casevsCN,R_cuneus,0.11,-0.06,,,539,732,0.06,0.43
ADHDadult_casevsCN,R_entorhinal,-0.06,-0.06,,,479,670,0.33,0.88
ADHDadult_casevsCN,R_fusiform,-0.01,-0.06,,,493,687,0.89,0.95
ADHDadult_casevsCN,R_inferiorparietal,0.08,-0.06,,,538,730,0.17,0.55
ADHDadult_casevsCN,R_inferiortemporal,0.0,-0.06,,,493,683,0.97,0.97
ADHDadult_casevsCN,R_isthmuscingulate,0.04,-0.06,,,539,733,0.52,0.95
ADHDadult_casevsCN,R_lateraloccipital,0.14,-0.06,,,539,730,0.02,0.43
ADHDadult_casevsCN,R_lateralorbitofrontal,0.03,-0.06,,,539,733,0.66,0.95
ADHDadult_casevsCN,R_lingual,0.11,-0.06,,,494,688,0.07,0.43
ADHDadult_casevsCN,R_medialorbitofrontal,-0.08,-0.06,,,539,731,0.17,0.55
ADHDadult_casevsCN,R_middletemporal,0.02,-0.06,,,477,670,0.8,0.95
ADHDadult_casevsCN,R_parahippocampal,0.1,-0.06,,,492,688,0.09,0.43
ADHDadult_casevsCN,R_paracentral,-0.01,-0.06,,,538,732,0.8,0.95
ADHDadult_casevsCN,R_parsopercularis,-0.01,-0.06,,,539,731,0.89,0.95
ADHDadult_casevsCN,R_parsorbitalis,-0.01,-0.06,,,539,732,0.92,0.95
ADHDadult_casevsCN,R_parstriangularis,-0.03,-0.06,,,538,732,0.6,0.95
ADHDadult_casevsCN,R_pericalcarine,0.04,-0.06,,,539,732,0.45,0.95
ADHDadult_casevsCN,R_postcentral,0.05,-0.06,,,528,727,0.41,0.95
ADHDadult_casevsCN,R_posteriorcingulate,-0.11,-0.06,,,539,733,0.05,0.43
ADHDadult_casevsCN,R_precentral,-0.06,-0.06,,,537,729,0.29,0.84
ADHDadult_casevsCN,R_precuneus,0.04,-0.06,,,539,732,0.46,0.95
ADHDadult_casevsCN,R_rostralanteriorcingulate,-0.09,-0.06,,,535,730,0.14,0.54
ADHDadult_casevsCN,R_rostralmiddlefrontal,0.03,-0.06,,,538,733,0.63,0.95
